prop_id,prop_nm,MARSHA_TXT,PROP_STATUS_TXT,OPS_REGION_TXT,NALO_INTL_TXT,brand_txt,hotel_type_txt,OWNER_TYPE_TXT,DUD_DIVISION_CD,DUD_UNIT_CD,DUD_DEPT_CD,PEOPLESOFT_ID_DIVISION,PEOPLESOFT_ID_UNIT,PEOPLESOFT_ID_DEPT,PROP_MGR_TXT,PROP_OWNER_TXT,PROP_FRAN_TXT,PROP_AM_TXT
a1W1I000006Z3JtUAK,Moxy Stuttgart – Fellbach,STROF,Pre-Opening,Europe,INTL,MOXY Hotels,MSB,F,,,,,,,0011I00000cJWU9QAO,0011I00001F8LQUQA3,0011I00001F8Ae3QAF,
a1W1I000000aVmlUAE,College Station,CLLSH,Cancelled,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJWMkQAO,0011I00000cJWMkQAO,0011I00000cJWMkQAO,
a1W1I000006Z3K3UAK,"Le Méridien Residences, Bodrum",BJV42,Open,Europe,INTL,Le Méridien,FS,F,,,,,,,0011I000013SSfEQAW,0011I000013SSfEQAW,0011I000013SSfEQAW,
a1W1I000006Z3K8UAK,"FORM Hotel Dubai, Dubai, a Member of Design Hotels",DXBDS,Pre-Opening,ME,INTL,Design Hotels,FS,F,,,,,,,0011I0000178RGLQA2,0011I0000178RGLQA2,0011I0000178RGLQA2,
a1W1I000000aVnSUAU,Renaissance Indirapuram,DELBI,Cancelled,APEC,INTL,Renaissance Hotels & Resorts,FS,M,,,,,,,,0011I00000cJWPeQAO,,
a1W1I000000aVnTUAU,AMLI at Milton Park,ATLMP,Deflagged,East,NALO,Marriott ExecuStay,Other,F,72,806,13,72,72806,,,,,
a1W1I000000aVnUUAU,Lawton,.,Cancelled,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJWMkQAO,0011I00000cJWMkQAO,0011I00000cJWMkQAO,
a1W1I000000aVoOUAU,"Molasses Reef, a Ritz-Carlton Reserve",PLSRZ,Cancelled,CALA,INTL,The Ritz-Carlton,Luxury,M,63,N15,12,73,73N15,,0011I00000cJSGpQAO,0011I00000cJWbOQAW,,
a1W1I000001JJrgUAG,TownePlace Suites By Marriott  Kailua Kona,,Pre-Opening,West,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00000cJXWdQAO,0011I00000cJXWdQAO,0011I00000cJXWdQAO,
a1W1I000001JJrqUAG,AC Hotel By Marriott Reston,,Pre-Opening,East,NALO,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJXs8QAG,0011I00000cJXncQAG,0011I00000cJXncQAG,
a1W1I000001JJrvUAG,Residence Inn By Marriott Reston,,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXs8QAG,0011I00000cJXncQAG,0011I00000cJXncQAG,
a1W1I000001JQ5jUAG,"Coral Bay Paphos, a Tribute Portfolio Hotel",PFOTX,Pre-Opening,Europe,INTL,Tribute Portfolio,FS,F,,,,,,,0011I0000179ahdQAA,0011I00000yIdbSQAS,0011I0000179ahdQAA,
a1W1I000000aVm7UAE,Columbia Northwest,CAENW,Deflagged,East,NALO,Courtyard By Marriott,MSB,F,31,25K,13,65,6525K,,,,,
a1W1I000001JQ5yUAG,Sheraton Hotel & Conference Center Paris East,PARSE,Pre-Opening,Europe,INTL,Sheraton Hotels,FS,M,,,,,,,,0011I0000179bUBQAY,,
a1W1I000000aVm9UAE,Courtyard by Marriott Coatzacoalcos,MTTCY,Cancelled,CALA,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00000cJWfUQAW,,
a1W1I000001JQ63UAG,Moxy Paris East,PAROP,Pre-Opening,Europe,INTL,MOXY Hotels,MSB,M,,,,,,,,0011I0000179bUBQAY,,
a1W1I000000aVmpUAE,Post Lake at Baldwin,MCOPL,Deflagged,East,NALO,Marriott ExecuStay,Other,F,72,803,13,72,72803,,,,,
a1W1I000001K5ReUAK,Element Orlando Airport,,Pre-Opening,East,NALO,Element Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,0011I00000cJXX2QAO,
a1W1I000001K5dFUAS,Aloft Milwaukee South,,Pre-Opening,West,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXWpQAO,0011I0000164YP4QAM,0011I0000164YP4QAM,
a1W1I000000aVmAUAU,Cincinnati Blue Ash,CVGRI,Deflagged,West,NALO,Residence Inn By Marriott,MSB,F,57,232,1,57,57232,,,,,
a1W1I000000aVmBUAU,Cleveland Airport,CLEOH,Deflagged,West,NALO,Residence Inn By Marriott,MSB,F,56,813,48,56,56813,,,,,
a1W1I000001K6EdUAK,The St. Regis Hotels Shenzhen Bao'an,SZXXS,Pre-Opening,Greater China,INTL,St. Regis Hotels,Luxury,M,,,,,,,,0011I00000mzR4bQAE,,
a1W1I000001K6EiUAK,"Le Méridien Shenzhen, Bao'an",SZXMD,Pre-Opening,Greater China,INTL,Le Méridien,FS,M,,,,,,,,0011I00000mzR4qQAE,,
a1W1I000000aVmsUAE,West Lafayette,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJScgQAG,0011I00000cJWTmQAO,0011I00000cJWTmQAO,
a1W1I000001K6EnUAK,JW Marriott Resort & Spa Cebu Mactan,CEBJW,Pre-Opening,APEC,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,,0011I00000yGg1qQAC,,
a1W1I000001LRCAUA4,Courtyard By Marriott Colorado Springs North,COSNO,Pre-Opening,West,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXUUQA4,0011I00000cJXUUQA4,0011I00000cJXUUQA4,
a1W1I000001LRDmUAO,Courtyard By Marriott Madison,,Pre-Opening,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXndQAG,0011I00000cJXndQAG,0011I00000cJXndQAG,
a1W1I000001LUzhUAG,The Westin Atlanta Douglasville,ATLWD,Pre-Opening,East,NALO,Westin Hotels,FS,F,,,,,,,0011I00000cJXpcQAG,0011I00000jN3gmQAC,0011I00000jN3gmQAC,
a1W1I000001LVCHUA4,Element Seattle North Downtown,SEAEL,Pre-Opening,West,NALO,Element Hotels,MSB,M,,,,,,,0011I00000cJXVUQA4,0011I00000cJXolQAG,0011I00000cJXolQAG,
a1W1I000000aVmDUAU,"Renoir Hotel, Autograph Collection®",SFODA,Cancelled,West,NALO,Autograph Collection,FS,F,,,,,,,0011I00000cJWMYQA4,0011I00000cJWMYQA4,0011I00000cJWMYQA4,
a1W1I000001LVLMUA4,"Burj Rafal Riyadh, A Marriott International Hotel",RUHJB,Open,ME,INTL,Independent,Other,M,,,,,,,0011I00000tT8JHQA0,0011I00001AnnZFQAZ,,
a1W1I000001Lh4hUAC,"Autograph Collection Ortea Palace, Syracuse",CTAOP,Pre-Opening,Europe,INTL,Autograph Collection,FS,F,,,,,,,0011I00000cJSH7QAO,0011I00000cJSH7QAO,0011I000019WSUuQAO,
a1W1I000001LiFNUA0,Milwaukee Airport Hotel,MKEDA,Open,West,NALO,Independent,Other,F,,,,,,,0011I00001C073QQAR,0011I00001C073QQAR,0011I00001C073QQAR,
a1W1I000001LiFSUA0,Delta Hotels by Marriott Milwaukee Airport,,Pre-Opening,West,NALO,Delta Hotels and Resorts,FS,F,,,,,,,0011I00001C073QQAR,0011I00001C073QQAR,0011I00001C073QQAR,
a1W1I000001LrjDUAS,The Westin Goa,GOIWI,Pre-Opening,APEC,INTL,Westin Hotels,FS,M,,,,,,,,0011I00001C0515QAB,,
a1W1I000001LrjIUAS,Moxy Kathmandu,KTMOX,Pre-Opening,APEC,INTL,MOXY Hotels,MSB,M,,,,,,,,0011I00001C0lSfQAJ,,
a1W1I000001LsAOUA0,Marriott Vacation Club Intl HI Honolulu Mkt USA,,Pre-Opening,West,NALO,Marriott Vacation Club Intl,Other,F,,,,,,,0011I00000cJSLcQAO,0011I00000cJSLcQAO,0011I00000cJSLcQAO,
a1W1I000001LsATUA0,Residence Inn By Marriott Riyadh Diplomatic Quarter,RUHRD,Pre-Opening,ME,INTL,Residence Inn By Marriott,MSB,M,,,,,,,,0011I00000cJSvfQAG,,
a1W1I000001LuRpUAK,AC Hotels By Marriott Greensboro Downtown,,Pre-Opening,East,NALO,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJScgQAG,0011I00000cJVf7QAG,0011I00000cJVf7QAG,
a1W1I000001JBwvUAG,Residence Inn By Marriott Memphis East,MEMRE,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXdoQAG,0011I00000cJXrSQAW,0011I00000cJXrSQAW,
a1W1I000001JBx0UAG,SpringHill Suites By Marriott Camp Hill,,Pre-Opening,East,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXgzQAG,0011I00000cJXgzQAG,0011I00000cJXgzQAG,
a1W1I000001JBx5UAG,SpringHill Suites By Marriott Kankakee Bourbonnais,,Pre-Opening,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I000010Y3gvQAC,0011I000010Y3gvQAC,0011I000010Y3gvQAC,
a1W1I000000aXYRUA2,Gulfport,,Cancelled,East,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXtFQAW,0011I00000cJXtFQAW,0011I00000cJXtFQAW,
a1W1I000000aXYSUA2,Residence Inn By Marriott Houston North,HOURE,Deflagged,West,NALO,Residence Inn By Marriott,MSB,F,56,654,48,56,56654,,0011I00000cJXqOQAW,0011I00000cJXhhQAG,0011I00000cJXhhQAG,
a1W1I000000aXVXUA2,Aloft Atlanta Airport/Millennium Center,,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,,
a1W1I000000aXVYUA2,Aloft Greenville Airport,,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,,
a1W1I000001JHKeUAO,Aloft Champaign,,Pre-Opening,West,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXWpQAO,0011I00000yJ8abQAC,0011I00000yJ8abQAC,
a1W1I000000aXVaUAM,Delta Hotels and Resorts Wichita Falls,WCTDE,Cancelled,West,NALO,Delta Hotels and Resorts,FS,F,,,,,,,0011I00000cJXqOQAW,0011I00000cJXvjQAG,0011I00000cJXvjQAG,
a1W1I000000aXVbUAM,Aloft Orlando/Convention Center,,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,,
a1W1I000001JHL8UAO,Courtyard By Marriott Sarasota Midtown,,Pre-Opening,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXlmQAG,0011I00000cJVilQAG,0011I00000cJVilQAG,
a1W1I000001JIDgUAO,W Residences Tangier,,Pre-Opening,AFIO,INTL,W Hotels,Luxury,M,,,,,,,0011I00000cJTjcQAG,0011I00000cJVe3QAG,,
a1W1I000001JIFSUA4,Sheraton Nashua,MHTSI,Pre-Opening,East,NALO,Sheraton Hotels,FS,F,,,,,,,0011I00000cJWdMQAW,0011I00000cJWdMQAW,0011I00000cJWdMQAW,
a1W1I000000aXX2UAM,Greenbelt Marriott,WASGB,Deflagged,East,NALO,Marriott Hotels & Resorts,FS,M,33,7M5,12,33,337M5,,,,,
a1W1I000001JIonUAG,Residence Inn By Marriott Pigeon Forge,TYSRK,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXdGQAW,0011I00000cJXdGQAW,0011I00000cJXdGQAW,
a1W1I000000aXX6UAM,Cleveland Airport Marriott,CLEAP,Deflagged,West,NALO,Marriott Hotels & Resorts,FS,M,33,7B8,12,33,337B8,,0011I00000cJXVUQA4,0011I00000cJXpGQAW,,
a1W1I000001JIpgUAG,SpringHill Suites By Marriott Denver Airport at Gateway Park,,Pre-Opening,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXXFQA4,0011I00000cJXXFQA4,0011I00000cJXXFQA4,
a1W1I000001JIpvUAG,SpringHill Suites By Marriott Frederica,,Pre-Opening,East,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXqPQAW,0011I000013SfZ8QAK,0011I000013SfZ8QAK,
a1W1I000000aXXaUAM,Ottawa Kanata,,Cancelled,Canada,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXnJQAW,0011I00000cJXnJQAW,0011I00000cJXnJQAW,
a1W1I000001aIlMUAU,Courtyard by Marriott Jiangyin,CZXCJ,Pre-Opening,Greater China,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00000kkVnDQAU,,
a1W1I000001aIlRUAU,Four Points by Sheraton Shenzhen Bao'an,SZXFB,Pre-Opening,Greater China,INTL,Four Points by Sheraton,MSB,F,,,,,,,,0011I00001GT219QAD,0011I00001GT219QAD,
a1W1I000001aIlWUAU,"Nantong Marriott Hotel, China",NTGMC,Pre-Opening,Greater China,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I000017ASADQA4,,
a1W1I000000aXVcUAM,Element Orlando Convention Center,,Cancelled,East,NALO,Element Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,,
a1W1I000000aXVdUAM,Aloft Cherry Creek,,Cancelled,West,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXUtQAO,0011I00000cJXUtQAO,,
a1W1I000001aIlbUAE,"The Ritz-Carlton Chongqing, South Bund",CKGRZ,Pre-Opening,Greater China,INTL,The Ritz-Carlton,Luxury,M,,,,,,,,0011I00000mxvrvQAA,,
a1W1I000001aIlgUAE,Renaissance Wenchang Hotel,SYXWC,Pre-Opening,Greater China,INTL,Renaissance Hotels & Resorts,FS,M,,,,,,,,0011I00000uCJxYQAW,,
a1W1I000006Z3NAUA0,"Frisco, a Tribute Portfolio",EGEFR,Pre-Opening,West,NALO,Tribute Portfolio,FS,F,,,,,,,0011I00000cJXgCQAW,0011I00001E2SBCQA3,0011I00001E2SBCQA3,
a1W1I000000aXWTUA2,AC Hotel By Marriott Chicago Loop,,Cancelled,West,NALO,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJXnJQAW,0011I00000cJVfPQAW,0011I00000cJVfPQAW,
a1W1I000006Z3NUUA0,Fairfield by Marriott Makkah Ibrahim Al Khalil Road,JEDFK,Pre-Opening,ME,INTL,Fairfield Inn By Marriott,MSB,M,,,,,,,0011I00000tT8JHQA0,0011I000019UkMbQAK,,
a1W1I000001JKORUA4,AC by Marriott Tromsø,TOSAC,Pre-Opening,Europe,INTL,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJTSJQA4,0011I0000164mvGQAQ,0011I0000164mvQQAQ,
a1W1I000001JKOWUA4,"Gekko House, Frankfurt, a Tribute Portfolio Hotel",FRATX,Open,Europe,INTL,Tribute Portfolio,FS,F,,,,,,,0011I00000cJWXnQAO,0011I0000164mq1QAA,0011I0000164mq1QAA,
a1W1I000001JKWnUAO,AC Hotel By Marriott Midland,,Pre-Opening,West,NALO,AC Hotels By Marriott,MSB,F,,,,,,,0011I00000cJXepQAG,0011I00000cJXepQAG,0011I00000cJXepQAG,
a1W1I000001JQ6DUAW,Tribute Portfolio Piraeus-Athens,,Pre-Opening,Europe,INTL,Tribute Portfolio,FS,F,,,,,,,0011I0000179ahdQAA,0011I0000179bx7QAA,0011I0000179bx7QAA,
a1W1I000001JQ6cUAG,The St. Regis Budapest,BUDXR,Pre-Opening,Europe,INTL,St. Regis Hotels,Luxury,M,,,,,,,,0011I0000179hsNQAQ,,
a1W1I000001JQ6hUAG,"Hotel Jornal, an Autograph Collection",OPOAK,Pre-Opening,Europe,INTL,Autograph Collection,FS,M,,,,,,,,0011I0000179cCbQAI,,
a1W1I000001K6EsUAK,Moxy Singapore Clarke Quay,SINOX,Pre-Opening,APEC,INTL,MOXY Hotels,MSB,M,,,,,,,,0011I00000cJTgxQAG,,
a1W1I000001K6ExUAK,Moxy Queenstown,ZQNOX,Pre-Opening,APEC,INTL,MOXY Hotels,MSB,M,,,,,,,,0011I0000179qjUQAQ,,
a1W1I000001K6F2UAK,"HOTEL THE MITSUI KYOTO, a Luxury Collection Hotel & Spa",OSALC,Open,APEC,INTL,The Luxury Collection,Luxury,F,,,,,,,0011I00001BzupfQAB,0011I00000cJULtQAO,0011I00001BzupfQAB,
a1W1I000001K6F7UAK,Fairfield by Marriott Hanoi,HANFW,Pre-Opening,APEC,INTL,Fairfield Inn By Marriott,MSB,M,,,,,,,,0011I0000179Zw2QAE,,
a1W1I000001K6FCUA0,W Bengaluru,BLRWH,Pre-Opening,APEC,INTL,W Hotels,Luxury,M,,,,,,,,0011I0000179ZzGQAU,,
a1W1I000000aXVhUAM,Fairfield Inn & Suites Blacksburg,,Cancelled,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJXWEQA4,0011I00000cJXWEQA4,0011I00000cJXWEQA4,
a1W1I000001K6FHUA0,Tribute Portfolio Resort Bengaluru,BLRTX,Pre-Opening,APEC,INTL,Tribute Portfolio,FS,M,,,,,,,,0011I0000179ZzGQAU,,
a1W1I000001LRDrUAO,Residence Inn By Marriott Madison,,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXndQAG,0011I00000cJXndQAG,0011I00000cJXndQAG,
a1W1I000001LREkUAO,Courtyard by Marriott Spartanburg Westgate,,Pre-Opening,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJWPIQA4,0011I00000cJWPIQA4,0011I00000cJWPIQA4,
a1W1I000001LRFnUAO,Element Charleston,,Pre-Opening,East,NALO,Element Hotels,MSB,F,,,,,,,0011I00000cJXX2QAO,0011I00000cJXX2QAO,0011I00000cJXX2QAO,
a1W1I000001LVLbUAO,SpringHill Suites By Marriott St. Louis Chesterfield,STLSU,Pre-Opening,West,NALO,SpringHill Suites By Marriott,MSB,F,,,,,,,0011I00000cJXdnQAG,0011I00000cJXUIQA4,0011I00000cJXUIQA4,
a1W1I000001LVTQUA4,The Westin Walnut Creek,,Pre-Opening,West,NALO,Westin Hotels,FS,F,,,,,,,0011I00000kjrRwQAI,0011I00000kjrRwQAI,0011I00000kjrRwQAI,
a1W1I000001LWo1UAG,"Four Points by Sheraton, Tianjin National Convention and Exhibition Center",TSNFN,Pre-Opening,Greater China,INTL,Four Points by Sheraton,MSB,M,,,,,,,,0011I00000oQqmAQAS,,
a1W1I0000072P7hUAE,Courtyard By Marriott Cleveland,,Pre-Opening,East,NALO,Courtyard By Marriott,MSB,F,,,,,,,0011I00000cJXauQAG,0011I00000cJXauQAG,0011I00000cJXauQAG,
a1W1I0000072P7lUAE,TownePlace Suites By Marriott Greenville,,Pre-Opening,East,NALO,TownePlace Suites By Marriott,MSB,F,,,,,,,0011I00001Iyq1hQAB,0011I00000cJWaxQAG,0011I00000cJWaxQAG,
a1W1I0000072VaXUAU,Residence Inn By Marriott Huntsville Downtown,,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXtFQAW,0011I00000cJXtFQAW,0011I00000cJXtFQAW,
a1W1I0000072VawUAE,"Marriott Residences Grand Marina, Saigon",SGN41,Pre-Opening,APEC,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00001IBb3iQAD,,
a1W1I0000072Vb1UAE,"JW Marriott Residences Grand Marina, Saigon",SGN40,Pre-Opening,APEC,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,,0011I00001IBb3iQAD,,
a1W1I0000072Vb6UAE,"The G Shenzhen, A Tribute Portfolio Hotel",SZXTY,Pre-Opening,Greater China,INTL,Tribute Portfolio,FS,F,,,,,,,0011I00001IzHIwQAN,0011I00001IzHIrQAN,0011I000017ASMAQA4,
a1W1I0000072VbBUAU,AC Hotel by Marriott Chengdu North,CTUAC,Pre-Opening,Greater China,INTL,AC Hotels By Marriott,MSB,M,,,,,,,,0011I0000164aUtQAI,,
a1W1I000000aXVlUAM,Aloft South Beach,,Deflagged,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXVgQAO,,,
a1W1I0000072YrNUAU,Residence Inn By Marriott South Bend North,,Pre-Opening,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXonQAG,0011I00000cJXonQAG,0011I00000cJXonQAG,
a1W1I0000072YrSUAU,Westin Louisville Convention Center,,Pre-Opening,West,NALO,Westin Hotels,FS,M,,,,,,,0011I00000cJXVUQA4,0011I00001HO2WAQA1,,
a1W1I0000072YrXUAU,Moxy Hotels Boulder,,Pre-Opening,West,NALO,MOXY Hotels,MSB,F,,,,,,,0011I00000cJXs4QAG,0011I00000cJWVDQA4,0011I00000cJWVDQA4,
a1W1I0000072YrcUAE,"Autograph Collection Milwaukee Downtown, Deer District",,Pre-Opening,West,NALO,Autograph Collection,FS,F,,,,,,,0011I00000cJXnrQAG,0011I00000cJXnrQAG,0011I00000cJXnrQAG,
a1W1I0000072cgkUAA,Autograph Collection Chihuahua Mexico,CUUAK,Pre-Opening,CALA,INTL,Autograph Collection,FS,F,,,,,,,,0011I00000cJWZwQAO,,
a1W1I0000072cgpUAA,St. Regis Hotels St. Thomas Jamaica,,Pre-Opening,CALA,INTL,St. Regis Hotels,Luxury,M,,,,,,,,0011I00001N97U9QAJ,,
a1W1I0000072chEUAQ,St. Regis Residences St. Thomas Jamaica,KIN40,Pre-Opening,CALA,INTL,St. Regis Hotels,Luxury,M,,,,,,,,0011I00001N97U9QAJ,,
a1W1I0000072chOUAQ,"The Residences at Hacienda Carretas, a Luxury Collection Hotel, Queretaro",QRO40,Pre-Opening,CALA,INTL,The Luxury Collection,Luxury,M,,,,,,,,0011I00001LMdRjQAL,,
a1W1I0000072cm9UAA,Residence Inn By Marriott Stockton Lodi,,Pre-Opening,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXs7QAG,0011I00000cJXs7QAG,0011I00000cJXs7QAG,
a1W1I0000072cz7UAA,W Chongqing,,Pre-Opening,Greater China,INTL,W Hotels,Luxury,M,,,,,,,,0011I00001HNutiQAD,,
a1W1I000000aXVnUAM,Residence Inn By Marriott Cincinnati Uptown/University Area,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXmkQAG,0011I00000cJXmkQAG,0011I00000cJXmkQAG,
a1W1I0000072P7vUAE,Fairfield Inn & Suites By Marriott Orlando South at Millenia,MCOSM,Pre-Opening,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJXgtQAG,0011I00000cJWjwQAG,0011I00000cJWjwQAG,
a1W1I000000aXVpUAM,Four Points by Sheraton Milwaukee Airport,,Cancelled,West,NALO,Four Points by Sheraton,MSB,F,,,,,,,0011I00000cJXqOQAW,0011I00000cJWPoQAO,,
a1W1I0000072VbCUAU,"The Asiatique Bangkok, Autograph Collection",BKKAK,Pre-Opening,APEC,INTL,Autograph Collection,FS,M,,,,,,,,0011I00000cJUjqQAG,,
a1W1I0000072VbGUAU,"Aquatique Pattaya, Autograph Collection",UTPAK,Pre-Opening,APEC,INTL,Autograph Collection,FS,M,,,,,,,,0011I00000cJUjqQAG,,
a1W1I0000072VbLUAU,Element  Xiamen Tong'an,XMNET,Pre-Opening,Greater China,INTL,Element Hotels,MSB,M,,,,,,,,0011I00000myWpaQAE,,
a1W1I0000072VbQUAU,Four Points by Sheraton Yiyang Baoji China,CSXYB,Pre-Opening,Greater China,INTL,Four Points by Sheraton,MSB,M,,,,,,,,0011I00001IxP9BQAV,,
a1W1I0000072VbVUAU,JW Marriott Marquis Hotel Asiatique Bangkok,BKKJM,Pre-Opening,APEC,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,,0011I00000ooS5cQAE,,
a1W1I0000072VbWUAU,Shaoxing Marriott Shangyu Hotel,HGHMC,Pre-Opening,Greater China,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00000wiM8YQAU,,
a1W1I000000aXY9UAM,Renaissance Baton Rouge Southeast/Bluebonnet Hotel,,Cancelled,East,NALO,Renaissance Hotels & Resorts,FS,M,,,,,,,0011I00000cJXnTQAW,0011I00000cJXevQAG,,
a1W1I0000072YrhUAE,Fairfield Inn & Suites Spartanburg,,Pre-Opening,East,NALO,Fairfield Inn & Suites,MSB,F,,,,,,,0011I00000cJXXFQA4,0011I00000cJXXFQA4,0011I00000cJXXFQA4,
a1W1I0000072YrmUAE,Residence Inn By Marriott Sacramento Downtown Railyards,,Pre-Opening,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJScgQAG,0011I00001IyYhiQAF,0011I00001IyYhiQAF,
a1W1I000000aXVqUAM,Element Herndon,,Cancelled,East,NALO,Element Hotels,MSB,F,,,,,,,0011I00000cJXnNQAW,,,
a1W1I000000aXVrUAM,Aloft Providence,,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXnNQAW,,,
a1W1I0000072YrrUAE,Tribute Portfolio  Sacramento Downtown Railyards,,Pre-Opening,West,NALO,Tribute Portfolio,FS,F,,,,,,,0011I00000cJScgQAG,0011I00001IyYhiQAF,0011I00001IyYhiQAF,
a1W1I0000072czCUAQ,Courtyard By Marriott Chongqing Jiangbei,,Pre-Opening,Greater China,INTL,Courtyard By Marriott,MSB,M,,,,,,,,0011I00001HNutiQAD,,
a1W1I000000aXVuUAM,Aloft NYC - By the Bridge,,Cancelled,East,NALO,Aloft Hotels,MSB,F,,,,,,,0011I00000cJXqOQAW,,,
a1W1I0000072czDUAQ,Fairfield by Marriott Chongqing Yongchuan,CKGFI,Pre-Opening,Greater China,INTL,Fairfield Inn By Marriott,MSB,M,,,,,,,,0011I000019Vr9kQAC,,
a1W1I000000aXWdUAM,Residence Inn By Marriott Cincinnati Northeast,,Cancelled,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJXanQAG,0011I00000cJXanQAG,0011I00000cJXanQAG,
a1W1I0000072czHUAQ,"Four Points by Sheraton Chongqing, Yongchuan",,Pre-Opening,Greater China,INTL,Four Points by Sheraton,MSB,M,,,,,,,,0011I000019Vr9kQAC,,
a1W1I0000072czIUAQ,Four Points by Sheraton Taishan,,Pre-Opening,Greater China,INTL,Four Points by Sheraton,MSB,F,,,,,,,,0011I00001IxOf8QAF,0011I00001IxOf8QAF,
a1W1I0000072czMUAQ,JW Marriott Maldives Malé Atoll Resort & Spa,,Pre-Opening,APEC,INTL,JW Marriott Hotels and Resorts,Luxury,M,,,,,,,,0011I00000wilydQAA,,
a1W1I0000072P8BUAU,Residence Inn By Marriott Charlotte South End,,Pre-Opening,East,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWYKQA4,0011I00000cJWYKQA4,0011I00000cJWYKQA4,
a1W1I0000072P8FUAU,Moxy Hotels Montreal,,Pre-Opening,Canada,NALO,MOXY Hotels,MSB,F,,,,,,,0011I00000cJXgHQAW,0011I00000cJXgHQAW,0011I00000cJXgHQAW,
a1W1I0000072P8KUAU,Residence Inn By Marriott El Centro,IPLRI,Pre-Opening,West,NALO,Residence Inn By Marriott,MSB,F,,,,,,,0011I00000cJWbMQAW,0011I00000cJWbMQAW,0011I00000cJWbMQAW,
a1W1I0000072VbaUAE,The Ritz-Carlton Reserve Bangkok,BKKRA,Pre-Opening,APEC,INTL,The Ritz-Carlton,Luxury,M,,,,,,,,0011I00000ooS5cQAE,,
a1W1I0000072VbbUAE,Hanoi Marriott Suites Aqua Central,HANAC,Pre-Opening,APEC,INTL,Marriott Hotels & Resorts,FS,M,,,,,,,,0011I00001IBH6OQAX,,
